duplicate_id,event_date,duplicate_mrn,original_mrn,source,department_id,department_name,service_line,contributory_factor_type,contributory_factors,primary_category,status,resolution_type,days_to_resolution,assigned_analyst,facility,patient_age_group,duplicate_score,investigation_time_minutes
258,2025-07-25,99611185,36870804,Internal Registration,3,Urgent Care,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,Split,9,Pearl Strike,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DAYTONA BEACH, LLC",Adult,98,8
259,2025-11-18,31772925,74298698,Self-schedule,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,13,Hammad Fydoe,"BHC PINNACLE POINTE HOSPITAL, INC.",Adult,49,172
260,2026-02-05,27221043,82662390,Emergency Department,4,Specialty Clinics,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Merge,9,Mellisent Parram,KERSHAW HOSPITAL LLC,Adult,33,17
261,2024-07-12,20052038,94775667,Internal Registration,1,Primary Care,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,No Action Required,12,Alexandro Desantis,DOCTORS FAMILY MEDICAL CENTER INC.,Adult,61,61
262,2023-10-18,81614415,21054809,Internal Registration,2,Emergency Department,Emergency,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,Merge,6,Oralee Hurran,WALTER REED ARMY MEDICAL CENTER,Pediatric,100,7
263,2024-04-22,86652475,49253730,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,1,Stephie Pridding,RMA MEDICAL CENTER OF ORLANDO LLC,Adult,84,23
264,2023-09-09,5896242,72752648,Patient Portal,5,Laboratory,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,In Progress,Pending,18,Rivy Mocker,THE BAXLEY AND APPLING COUNTY HOSPITAL AUTHORITY,Adult,82,50
265,2026-03-30,30441308,36041267,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,Merge,4,Ricard Blasiak,"GREATER BALTIMORE MEDICAL CENTER, INC.",Adult,80,24
266,2024-09-21,62636559,99734776,Internal Registration,1,Primary Care,Ambulatory,Patient Input Error,Guardian entered own name,Patient Name,In Progress,Pending,23,Tommie Godspede,THE FINLEY HOSPITAL,Senior,70,22
267,2024-11-25,72967628,6859440,Self-schedule,1,Primary Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,No Action Required,11,Arron Alenichicov,"ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL OF MISSOURI VALLEY, IOWA",Unknown,54,70
268,2024-03-14,59199457,98732659,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,9,Ban Bolf,GEROGETOWN COMMUNITY HOSPITAL LLC,Adult,63,34
269,2023-09-25,70700909,28203100,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Split,12,Denyse Sansome,"SOUTH MIAMI HOSPITAL, INC",Senior,89,10
270,2025-03-02,77303782,48244726,Emergency Department,3,Urgent Care,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Split,11,Tiffy Isherwood,HOPE FAMILY MEDICAL CENTER LLC,Senior,60,7
271,2025-08-11,73088995,91126042,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,Merge,3,Lelah Daout,"SAN JUAN CAPESTRANO HOSPITAL, INC.",Adult,82,50
272,2023-10-22,58125718,5897757,Referral,5,Laboratory,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,KND,6,Errol Monroe,HOSPITAL AUTHORITY OF MITCHELL COUNTY,Adult,67,15
273,2026-06-14,88531035,6273271,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,Split,9,Jelene Beldon,"MISSISSIPPI METHODIST HOSPITAL & REHABILITATION CENTER, INC",Senior,92,12
274,2025-03-29,11257830,82298203,Call Center,5,Laboratory,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,5,Gun Breeze,MERCY TYLER HOSPITAL,Adult,73,19
275,2025-06-29,51071099,97508210,Emergency Department,1,Primary Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,7,Harry Chesnut,"CUMBERLAND FAMILY MEDICAL CENTER, INC.",Adult,98,69
276,2023-09-22,62804453,21331514,Emergency Department,2,Emergency Department,Emergency,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,1,Emlen Dudden,NEWPORT HOSPITAL DURABLE MEDICAL EQUIPMENT,Pediatric,64,72
277,2026-02-15,98853265,85464145,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,8,Missy Heeron,WASHINGTON COUNTY HOSPITAL DISTRICT,Senior,93,7
278,2024-04-21,58500761,43558777,Emergency Department,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,15,Charmion Antal,"BHC PINNACLE POINTE HOSPITAL, INC.",Senior,80,69
279,2026-04-23,80801510,60662012,Call Center,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,14,Andy M'Chirrie,"ELIZABETH BAYWAY MEDICAL CENTER, LLC",Senior,87,61
280,2024-04-21,73719612,85810141,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Pending Review,Pending,2,Aubrie Yegoshin,HENDRICKS COMMUNITY HOSPITAL,Adult,86,57
281,2024-11-22,63055636,60405185,Patient Portal,4,Specialty Clinics,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,6,Gay Soppit,MOSES TAYLOR HOSPITAL,Senior,91,9
282,2024-10-25,30642639,81645430,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,Split,2,Lillis Whiteland,"SAMARITAN HOSPITAL OF TROY, NEW YORK",Adult,86,62
283,2026-03-17,92566771,98793457,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,8,Ealasaid Spencook,SPICELAND PIKE MEDICAL CENTER PC,Senior,100,9
284,2026-06-11,47793294,99341865,Self-schedule,5,Laboratory,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,Merge,4,Mignon Yuille,MONTEFIORE MEDICAL CENTER,Senior,95,168
285,2024-05-05,24190789,70053917,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,15,Gladys Harrington,EAST OHIO REGIONAL HOSPITAL,Senior,71,32
286,2023-10-17,45689580,65402490,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Split,5,Adi Durram,SEARCY MEDICAL CENTER PHARMACY LLP,Pediatric,64,65
287,2024-03-03,81865791,82689707,Patient Portal,8,Behavioral Health,Behavioral Health,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,12,Josefa Wareham,EMMA PENDLETON BRADLEY HOSPITAL,Senior,90,8
288,2025-09-24,88908281,70701396,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,6,Kira Arnaut,MAJOR HOSPITAL,Adult,79,17
289,2024-06-01,1411470,50135877,Self-schedule,2,Emergency Department,Emergency,Registration Information,Missing insurance information,Insurance Information,In Progress,Pending,23,Abbey Nyles,ST JUDE CHILDREN'S RESEARCH HOSPITAL,Adult,98,59
290,2025-08-14,39112676,29117171,Internal Registration,7,Inpatient,Inpatient,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Split,3,Cheslie Chaytor,"MARGARET MARY COMMUNITY HOSPITAL, INC.",Senior,84,22
291,2025-11-08,85955235,67783376,Registration Kiosk,6,Radiology,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,5,Kelsey Balk,"GOOD HOPE HOSPITAL, INC.",Adult,81,198
292,2024-09-28,98222618,41352389,Call Center,2,Emergency Department,Emergency,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,5,Carissa McGeouch,HOSANNA MEDICAL CENTER PLLC,Adult,85,17
293,2024-05-19,80206968,38726207,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,12,Vera Tratton,"GREATER BALTIMORE MEDICAL CENTER, INC.",Adult,85,9
294,2025-05-14,81867757,87640443,Emergency Department,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,3,Mandel Offord,BON SECOURS DEPAUL MEDICAL CENTER IMAGE RECOVERY CENTER,Adult,99,19
295,2023-12-11,92246228,54487975,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,5,Egon Tace,WALLACE THOMSON HOSPITAL,Adult,64,45
296,2025-12-23,30659457,55669790,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,4,Candace Baldrey,AUDIE L MURPHY VA HOSPITAL,Senior,100,54
297,2024-08-02,18871408,1596212,Call Center,2,Emergency Department,Emergency,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,1,Hewie Ivanets,JEWELL COUNTY HOSPITAL,Adult,91,33
298,2025-04-16,93128531,44103805,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,7,Nickolas Dobsons,ADIRONDACK MEDICAL CENTER,Adult,85,19
299,2024-04-05,42064759,90999214,Patient Portal,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,KND,14,Torin Stackbridge,FORSYTH MEMORIAL HOSPITAL INC,Adult,97,57
300,2024-09-13,37345025,96792982,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,7,Karoline Le Grove,NAVAL HOSPITAL JACKSONVILLE,Adult,95,155
301,2026-01-06,2050686,30550548,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Escalated,Pending,41,Rikki Duplain,"ASCENSION SE WISCONSIN HOSPITAL, INC",Adult,95,63
302,2023-12-30,10855244,54079403,Internal Registration,8,Behavioral Health,Behavioral Health,System Issue,Data synchronization issue,System/Interface,Resolved,KND,6,Othelia Mathivet,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF EAST VALLEY, LLC",Adult,89,16
303,2025-10-06,5283327,22374766,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Pending Review,Pending,3,Janette Borer,ROCK COUNTY HOSPITAL,Adult,95,14
304,2023-11-12,81211971,93960906,Emergency Department,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,6,Tarrah Tourne,NACOGDOCHES COUNTY HOSPITAL DISTRICT,Adult,95,19
305,2024-11-29,88610552,72407019,Emergency Department,6,Radiology,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,3,Aldo Thunderchief,CONVIVA MEDICAL CENTER MANAGEMENT LLC,Adult,79,11
306,2024-06-28,60243153,76158645,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,Split,8,Steffen Chander,CENTRAL LOUISIANA SURGICAL HOSPITAL LLC,Senior,86,53
307,2024-05-15,64922104,85578987,Patient Portal,2,Emergency Department,Emergency,Patient Input Error,Guardian entered own DOB,Date of Birth,Pending Review,Pending,7,Elnar Brittin,"MORTON HOSPITAL, A STEWARD FAMILY HOSPITAL, INC.",Senior,62,57
308,2023-09-24,8100110,36888142,Referral,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,KND,12,Jephthah Betton,CHAMBERS COUNTY PUBLIC HOSPITAL DISTRICT NO 1,Adult,64,16
309,2026-05-04,69072769,39647079,Internal Registration,5,Laboratory,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Escalated,Pending,44,Sinclare Pretorius,SSM CARDINAL GLENNON CHILDREN'S HOSPITAL,Adult,70,171
310,2024-07-09,82420225,12061425,Internal Registration,7,Inpatient,Inpatient,System Issue,Interface mapping error,System/Interface,Resolved,Split,1,Claretta Brecken,MASSACHUSETTS GENERAL HOSPITAL,Senior,84,42
311,2025-03-08,5053409,13182128,Referral,4,Specialty Clinics,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,KND,13,Jacquenette Peachman,WILLIAM BEAUMONT HOSPITAL,Adult,74,10
312,2025-12-03,57759771,96612212,Internal Registration,3,Urgent Care,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Split,15,Selma Baddow,MEMORIAL MEDICAL CENTER,Adult,88,12
313,2023-09-12,33078404,86943424,Self-schedule,1,Primary Care,Ambulatory,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,KND,1,Jocko Igoe,ELLA E.M. BROWN CHARITABLE CIRCLE DBA OAKLAWN HOSPITAL,Adult,83,194
314,2023-12-23,1397353,26118123,Referral,2,Emergency Department,Emergency,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,1,Mata Mitro,CARILION NEW RIVER VALLEY MEDICAL CENTER,Adult,61,68
315,2026-06-18,90628952,70906984,Call Center,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Merge,15,Marja Hart,OUR LADY OF MERCY MEDICAL CENTER,Senior,86,18
316,2024-08-31,84683240,47308841,Patient Portal,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Split,2,Brandie Wilcockes,SHRINERS HOSPITALS FOR CHILDREN,Adult,67,18
317,2025-04-30,22989069,29386581,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,5,Vin Ley,THE CHILDREN'S HOSPITAL OF ALABAMA,Adult,100,198
318,2024-10-24,85511508,12666758,Call Center,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Split,2,Cleopatra Besemer,"ST. ELIZABETH MEDICAL CENTER, INC.",Adult,81,15
319,2025-02-09,11575786,76269956,Internal Registration,5,Laboratory,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,7,Jude Kamiyama,TEMPLE UNIVERSITY HOSPITAL,Senior,80,15
320,2024-06-18,75174448,11568926,Patient Portal,5,Laboratory,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,Merge,8,Cirilo Pinnell,ORD MEDICAL CENTER INC,Adult,84,23
321,2024-05-31,63904156,73527980,Referral,4,Specialty Clinics,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,Merge,8,Selina Vater,"JEFFERSON COUNTY MEMORIAL HOSPITAL, INC.",Adult,65,7
322,2024-05-10,79482801,47495602,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,13,Laurianne Lowdyane,EDWARD HOSPITAL,Adult,98,11
323,2026-02-21,68319596,96643347,Referral,6,Radiology,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,Merge,2,Crissy Farfolomeev,CASEY COUNTY HOSPITAL DISTRICT,Adult,69,5
324,2024-01-28,37001560,72376361,Internal Registration,3,Urgent Care,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,No Action Required,5,Masha Concklin,GUAM MEMORIAL HOSPITAL,Senior,90,43
325,2025-06-28,54086363,65359506,Self-schedule,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Split,13,Pavia Ludy,"BAPTIST MEMORIAL HOSPITAL NORTH MISSISSIPPI, INC",Senior,94,73
326,2025-06-04,98930377,70143141,Emergency Department,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,6,Lanae Espinos,THE PRESBYTERIAN HOSPITAL,Adult,87,51
327,2024-04-18,44672644,15209899,Emergency Department,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,KND,10,Dun Sabater,COLUMBUS COMMUNITY HOSPITAL INC,Adult,63,16
328,2026-01-02,1575250,20648086,Call Center,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Pending Review,Pending,10,Rochette Giraudat,ROBINSON MEMORIAL PORTAGE COUNTY HOSPITAL,Senior,96,12
329,2024-12-29,79486688,77228935,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,9,Gottfried Rangeley,"WINDBER HOSPITAL, INC.",Adult,68,11
330,2024-12-29,29202830,7623677,Call Center,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Pending Review,Pending,11,Fallon Clarson,SELECT SPECIALTY HOSPITAL GROSSE POINTE INC,Senior,72,25
331,2026-04-10,6302218,67631141,Internal Registration,4,Specialty Clinics,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,4,Sophie Leggett,"TEK CARE MEDICAL CENTER, INC.",Adult,98,52
332,2024-08-29,61471340,2005002,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Pending Review,Pending,2,Jessamine Gayden,SOUTHWEST NATUROPATHIC MEDICAL CENTER,Adult,69,10
333,2023-11-20,32665995,15827881,Patient Portal,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,10,Matelda Tramel,SMYTH COUNTY COMMUNITY HOSPITAL,Adult,36,12
334,2024-01-28,74278406,44249257,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,KND,6,Zedekiah Spaight,"GOOD SAMARITAN MEDICAL CENTER, LLC",Adult,92,45
335,2025-10-17,50577783,86186349,Call Center,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,KND,4,Taite Gummory,LIFE AND HEALTH MEDICAL CENTER,Adult,98,10
336,2026-05-05,29080763,88932366,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,9,Manolo Lade,PITT COUNTY MEMORIAL HOSPITAL INC,Adult,89,7
337,2023-12-28,92700550,45543211,Patient Portal,7,Inpatient,Inpatient,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,6,Ermentrude Reaney,DE CESPEDES MEDICAL CENTER LLC,Adult,71,22
338,2025-08-06,29831156,42320075,Internal Registration,3,Urgent Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,1,Drew Mellmer,BISHOP DUDLEY HOSPITALITY HOUSE,Pediatric,85,40
339,2025-07-10,83878921,59010919,Self-schedule,8,Behavioral Health,Behavioral Health,System Issue,Data synchronization issue,System/Interface,Resolved,KND,1,Charity Folkerts,SHANNON MEDICAL CENTER,Adult,81,67
340,2026-03-29,77877029,14474833,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Split,2,Putnam Emmins,WILFORD HALL MEDICAL CENTER,Adult,96,64
341,2023-10-05,67123423,99522502,Self-schedule,7,Inpatient,Inpatient,Patient Input Error,Guardian entered own name,Patient Name,Resolved,Merge,15,Peder Govini,PHOENIX VA MEDICAL CENTER,Adult,47,7
342,2024-12-11,62098767,90335897,Self-schedule,2,Emergency Department,Emergency,System Issue,System duplicate creation,System/Interface,Resolved,Merge,3,Barnaby Loakes,CAPE ANN MEDICAL CENTER INC,Pediatric,93,65
343,2025-04-11,85280549,84000402,Internal Registration,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Merge,14,Estelle Ferre,FALLS COMMUNITY HOSPITAL,Adult,79,68
344,2025-01-28,82581458,62133064,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,7,Indira Lidyard,PROVIDENCE HOSPITAL,Adult,93,46
345,2025-11-03,36264817,72357575,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,10,Terrell Axtonne,"ACCESS HOSPITALISTS, LLC",Senior,62,20
346,2025-07-13,93180584,27016670,Call Center,1,Primary Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Split,8,Celisse Kershow,BRONSON METHODIST HOSPITAL,Adult,97,7
347,2023-09-22,24522607,39317630,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,13,Wilbur Bourton,EDWARD JOHN NOBLE HOSPITAL OF GOUVERNEUR NY,Adult,78,40
348,2023-11-25,13176124,98031613,Patient Portal,6,Radiology,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,10,Leonidas Jencey,MAYERS MEMORIAL HOSPITAL DISTRICT,Senior,56,23
349,2026-04-23,27064480,77244118,Internal Registration,4,Specialty Clinics,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Split,3,Annora Wyllie,CHILD AND TEEN MEDICAL CENTER,Adult,96,35
350,2025-06-26,59914103,66601332,External Interface,5,Laboratory,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Pending Review,Pending,8,Chevalier Duckitt,SILVER CROSS HOSPITAL & MEDICAL CENTERS,Adult,46,164
351,2023-11-27,58055223,65091994,Patient Portal,4,Specialty Clinics,Ambulatory,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,Merge,1,Kenton Olivey,EL CAMINO HOSPITAL,Pediatric,88,53
352,2025-03-29,72244080,21808455,Self-schedule,3,Urgent Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Escalated,Pending,20,Constancy Brobyn,"ALLEGIANCE HOSPITAL OF MANY,LLC",Adult,74,19
353,2024-11-07,23058685,91030260,Internal Registration,7,Inpatient,Inpatient,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,11,Rikki Mollin,PINCKNEYVILLE COMMUNITY HOSPITAL,Senior,90,58
354,2024-08-09,82524050,37414221,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,12,Janine Mapp,ELLSWORTH MUNICIPAL HOSPITAL,Adult,89,18
355,2024-11-04,24030358,81756185,Internal Registration,2,Emergency Department,Emergency,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,10,Shaine Kubyszek,GREAT PLAINS HOSPITAL INC,Adult,86,9
356,2024-03-25,25197839,79672287,Internal Registration,2,Emergency Department,Emergency,System Issue,Data synchronization issue,System/Interface,Resolved,Merge,8,Pascal Fey,INTEGRATED MEDICAL CENTER OF CORONA INC.,Adult,92,44
357,2026-04-18,31732781,32604768,Internal Registration,5,Laboratory,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,Merge,13,Garvin Padbery,MELLMAN MEDICAL CENTER,Senior,100,24
358,2025-09-30,65371858,6011750,Self-schedule,5,Laboratory,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,10,Roley Costello,MISSISSIPPI COUNTY HOSPITAL SYSTEM,Adult,61,22
359,2024-07-27,57093857,97177253,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,4,Skipp Arrighetti,"HUGH CHATHAM MEMORIAL HOSPITAL, INC",Adult,71,19
360,2024-02-24,83988823,4401212,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Name typo,Patient Name,Resolved,Split,1,Hewe Wichard,"ROSEDALE FAMILY MEDICAL CENTER, P.C.",Senior,47,34
361,2026-04-06,53849020,79729110,External Interface,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,15,Olia McCarver,LESTER E COX MEDICAL CENTERS,Pediatric,94,19
362,2024-06-06,18857203,83642522,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,10,Brand Kordt,WYNN MEDICAL CENTER THERAPIES,Adult,86,18
363,2025-01-10,68868872,19722735,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,KND,6,Jolyn Vaar,"BETHESDA HOSPITAL, LLC",Adult,90,38
364,2024-03-12,27053721,7243858,Referral,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,15,Dorey Saunton,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,Adult,90,14
365,2026-02-14,59932373,27178390,Self-schedule,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,Split,4,Sandro Prahm,SELECT SPECIALTY HOSPITAL - LAUREL HIGHLANDS INC,Adult,92,14
366,2025-06-14,65295065,27544235,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,6,Quillan Massey,MAGNOLIA MEDICAL CENTER,Adult,60,17
367,2023-10-08,98586358,52921192,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,13,Ariel Barratt,"LITTLE RIVER MEDICAL CENTER, INC.",Adult,66,31
368,2024-09-23,37657505,42696428,Call Center,8,Behavioral Health,Behavioral Health,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,7,Clarinda Gorwood,MEMORIAL HOSPITAL & PHYSICIAN'S GROUP HOME HEALTH CARE,Senior,98,96
369,2026-04-07,65026980,94084746,Patient Portal,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,9,Sharity Leban,"NORTH MISSISSIPPI MEDICAL CENTER, INC.",Pediatric,73,13
370,2023-12-13,6640911,12040850,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,7,Phyllys Dunwoody,CORONA REGIONAL MEDICAL CENTER,Senior,91,5
371,2025-11-10,39851671,55358134,Emergency Department,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Merge,14,Aarika Sayton,HIGHSMITH RAINEY HOSPITAL,Senior,67,22
372,2023-11-21,16270295,56369048,Internal Registration,6,Radiology,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,1,De Scading,"OWENSBORO HEALTH TWIN LAKES REGIONAL MEDICAL CENTER, INC",Adult,63,19
373,2024-12-11,15097239,5092884,Emergency Department,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,13,Ellyn Chinnick,BLUE MEDICAL CENTER CORP,Senior,98,13
374,2025-05-28,57595926,87301984,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,6,Herb Rann,MEMORIAL HOSPITAL,Adult,72,138
375,2023-11-14,8491363,88144332,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Pending Review,Pending,21,Elise Mangeon,TEMPLE UNIVERSITY HOSPITAL,Senior,88,67
376,2023-12-14,37031428,40381986,Internal Registration,5,Laboratory,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,KND,3,Fredia Halbert,FRANCISCAN HOSPITAL FOR CHILDREN INC,Adult,85,123
377,2024-11-03,99402972,77321027,Referral,1,Primary Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,7,Darwin O'Roan,"COMMUNITY MEMORIAL HOSPITAL, INC",Adult,92,34
378,2025-12-01,73900580,9026761,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,7,Lindi Orys,"AHS SOUTHCREST HOSPITAL, LLC.",Adult,83,22
379,2024-10-02,92767815,88470117,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Pending Review,Pending,9,Krishna Ternott,"LAKE HOSPITAL SYSTEM, INC.",Senior,72,21
